Occupied
-0.090465 -0.128724 -0.313542 -0.128719 -0.090461 -0.128713 -0.313522 -0.128714 -0.090458 -0.128713 -0.313523 -0.128717 -0.762325 

0.387898 0.371884 0.290328 0.086606 -0.128242 -0.306164 -0.433751 -0.378775 -0.259615 -0.065692 0.143414 0.292183 -0.000027 

-0.075863 0.138833 0.333226 0.387370 0.373824 0.252608 0.084809 -0.118690 -0.298000 -0.391479 -0.418060 -0.268713 0.000014 

-0.340830 -0.258013 -0.080620 -0.258030 -0.340861 -0.258046 -0.080661 -0.258025 -0.340827 -0.258001 -0.080611 -0.258005 0.482219 

0.354341 0.369291 -0.006491 -0.374896 -0.347861 -0.028197 0.354170 0.333572 -0.006493 -0.341085 -0.347679 0.041304 -0.000001 

0.197077 -0.180655 -0.405206 -0.168724 0.208325 0.410136 0.196991 -0.240290 -0.405431 -0.229514 0.208222 0.409026 0.000014 

0.000004 0.408234 -0.000011 -0.408246 0.000008 0.408263 -0.000004 -0.408258 0.000002 0.408245 0.000000 -0.408244 0.000005 

